gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceFromCentroidInMeters	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	projectId	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory	eventType
4061911797		http://www.tropicos.org/Specimen/102871695		CC_BY_4_0				Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PRESERVED_SPECIMEN				urn:catalog:MO:Tropicos:102871695	102871695	Andriamiarinoro 347	Honoré Andriamiarinoro;Richard Randrianaivo;S. Andriambololonera;Jao Vagnona		5											PRESENT																			2013-09-28T00:00:00				2013	9	28												AFRICA				MG	Antsiranana	SAVA		Vohemar, Ampisikina, Ambararatamisakana. Forêt d'Antseragnamborona.									-12.970556	49.583333																																										40011705								Coffea L.								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea	Coffea						GENUS			ICNafp	ACCEPTED	Legitimate		e053ff53-c156-4e2e-b9b5-4462e9625424	US	2023-11-15T06:59:03.172Z	160.0					COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION		true	false	2895315	2895315	6	7707728	220	412	8798	2895315				Coffea L.	Coffea L.		EML	2023-11-15T06:59:03.172Z	2023-11-15T05:40:24.424Z	true			MDG	Madagascar	MDG.2_1	Antsiranana	MDG.2.2_1	Sava	MDG.2.2.4_1	Vohimarina (Iharana)	NE	
4061910667		http://www.tropicos.org/Specimen/102896073		CC_BY_4_0				Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PRESERVED_SPECIMEN				urn:catalog:MO:Tropicos:102896073	102896073	Randrianaivo 2520	Richard Randrianaivo;D. Rabary;Jean Chrysostome Bevao		5											PRESENT																			2014-06-22T00:00:00				2014	6	22												AFRICA				MG	Antsiranana	SAVA		District d'Andapa, Commune de Belaoko-Marovato, FKT de Belaoko-Marovato, village proche : Belaoko, forêt d'Antanetiambo, Antanetiambo Nature Reserve.									-14.613056	49.618889																																				Richard Randrianaivo		2014-01-01T00:00:00				27900016								Coffea arabica L.								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea	Coffea			arabica			SPECIES			ICNafp	ACCEPTED	Legitimate		e053ff53-c156-4e2e-b9b5-4462e9625424	US	2023-11-15T06:58:02.403Z	469.0					COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION	StillImage	true	false	2895345	2895345	6	7707728	220	412	8798	2895315		2895345	Coffea arabica	Coffea arabica L.	Coffea arabica L.		EML	2023-11-15T06:58:02.403Z	2023-11-15T05:40:24.424Z	true			MDG	Madagascar	MDG.2_1	Antsiranana	MDG.2.2_1	Sava	MDG.2.2.1_1	Andapa	EN	
4061910593		http://www.tropicos.org/Specimen/102893207		CC_BY_4_0				Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PRESERVED_SPECIMEN				urn:catalog:MO:Tropicos:102893207	102893207	Rakotonirina 532	Casmir Z. Rakotonirina;Martial;Georges Be		5											PRESENT																			2014-03-08T00:00:00				2014	3	8												AFRICA				MG	Antsiranana	SAVA		Sambava, Anjangoveratra, Anamboafo, forêt de Belalitra, Makirovana. Sur crête.									-14.152778	49.965833																																				R. Razakamalala		2014-01-01T00:00:00				50213752								Coffea sambavensis J.-F.Leroy ex A.P.Davis & Rakotonas.								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea	Coffea			sambavensis			SPECIES			ICNafp	ACCEPTED	No opinion		e053ff53-c156-4e2e-b9b5-4462e9625424	US	2023-11-15T06:58:02.375Z	428.0					COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION		true	false	2895490	2895490	6	7707728	220	412	8798	2895315		2895490	Coffea sambavensis	Coffea sambavensis J.-F.Leroy ex A.P.Davis & Rakotonas.	Coffea sambavensis J.-F. Leroy ex A.P. Davis & Rakotonas.		EML	2023-11-15T06:58:02.375Z	2023-11-15T05:40:24.424Z	true			MDG	Madagascar	MDG.2_1	Antsiranana	MDG.2.2_1	Sava	MDG.2.2.3_1	Sambava	EN	
4061910353		http://www.tropicos.org/Specimen/102886250		CC_BY_4_0				Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PRESERVED_SPECIMEN				urn:catalog:MO:Tropicos:102886250	102886250	Razanatsima 1231	Aina Razanatsima;Foara;Laurent Dedesy;Florentin Mamy		3											PRESENT																			2014-02-07T00:00:00				2014	2	7												AFRICA				MG	Toamasina	Atsinanana		Atsinanana, Vatomandry, Ambalabe, Ambinanindrano II. Forêt de Vohibe. En aval de la Rivière Ambatomahazo. Récoltés avec Kotsy, Dera, Jean-Pierre et Claude. Echantillons préservés en alcool.									-19.147222	48.576667																																										40011705								Coffea L.								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea	Coffea						GENUS			ICNafp	ACCEPTED	Legitimate		e053ff53-c156-4e2e-b9b5-4462e9625424	US	2023-11-15T06:58:02.298Z						COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION		true	false	2895315	2895315	6	7707728	220	412	8798	2895315				Coffea L.	Coffea L.		EML	2023-11-15T06:58:02.298Z	2023-11-15T05:40:24.424Z	true			MDG	Madagascar	MDG.5_1	Toamasina	MDG.5.1_1	Alaotra-Mangoro	MDG.5.1.5_1	Moramanga	NE	
4061909723		http://www.tropicos.org/Specimen/102796892		CC_BY_4_0				Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PRESERVED_SPECIMEN				urn:catalog:MO:Tropicos:102796892	102796892	Rakotovao 5975	Charles Rakotovao;Jacky Andriantiana;Lucile Allorge		5											PRESENT																			2012-09-04T00:00:00				2012	9	4												AFRICA				MG	Mahajanga	Boeny		District de Soalala, commune rural Andranomavo, Parc national de Namoroka, tsingy de Namoroka, situé à l'oust du village Vilanandro (environ 3 km), Tsingy Belaky.									-16.461111	45.341667																																				C.Rakotovao		2013-01-01T00:00:00				27906326								Coffea boiviniana (Baill.) Drake								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea	Coffea			boiviniana			SPECIES			ICNafp	ACCEPTED	No opinion		e053ff53-c156-4e2e-b9b5-4462e9625424	US	2023-11-15T06:56:58.941Z	146.0					COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION		true	false	2895327	2895327	6	7707728	220	412	8798	2895315		2895327	Coffea boiviniana	Coffea boiviniana (Baill.) Drake	Coffea boiviniana (Baill.) Drake		EML	2023-11-15T06:56:58.941Z	2023-11-15T05:40:24.424Z	true			MDG	Madagascar	MDG.4_1	Mahajanga	MDG.4.2_1	Boeny	MDG.4.2.6_1	Soalala	NT	
4061901173		http://www.tropicos.org/Specimen/103231550		CC_BY_4_0				Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		P	Tropicos	Tropicos	MOBOT	PRESERVED_SPECIMEN				urn:catalog:MO:Tropicos:103231550	103231550	Rakotonasolo 2292	Franck Rakotonasolo;M. Rakotoarinivo;Landy Rajaovelona;Linah Rabarivola;Herson Andrianirina;Romer N. Rabarijaona;Guy Onjalalaina		1											PRESENT																			2013-11-02T00:00:00				2013	11	2												AFRICA				MG	Fianarantsoa			Fianarantsoa, Fandriana, Ambodivoara, Road to Diavolana									-20.308333	47.703333																																				Rakotonasolo F.		2013-01-01T00:00:00				27907247								Coffea tricalysioides J.-F.Leroy								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea	Coffea			tricalysioides			SPECIES			ICNafp	ACCEPTED	No opinion		e053ff53-c156-4e2e-b9b5-4462e9625424	US	2023-11-15T06:57:05.826Z						COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION		true	false	2895436	2895436	6	7707728	220	412	8798	2895315		2895436	Coffea tricalysioides	Coffea tricalysioides J.-F.Leroy	Coffea tricalysioides J.-F. Leroy		EML	2023-11-15T06:57:05.826Z	2023-11-15T05:40:24.424Z	true			MDG	Madagascar	MDG.5_1	Toamasina	MDG.5.3_1	Atsinanana	MDG.5.3.4_1	Marolambo	LC	
4061897126		http://www.tropicos.org/Specimen/102772065		CC_BY_4_0				Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PRESERVED_SPECIMEN				urn:catalog:MO:Tropicos:102772065	102772065	Antilahimena 8044	P. Antilahimena		5											PRESENT																			2012-01-25T00:00:00				2012	1	25												AFRICA				MG	Toamasina	Atsinanana		Brickaville, Anjahamamy, Anivoranokely, Ankerana forest.									-18.403611	48.806667																																				F. Rakotonasolo		2015-01-01T00:00:00				40011705								Coffea L.								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea	Coffea						GENUS			ICNafp	ACCEPTED	Legitimate		e053ff53-c156-4e2e-b9b5-4462e9625424	US	2023-11-15T06:56:58.725Z	991.0					COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION	StillImage	true	false	2895315	2895315	6	7707728	220	412	8798	2895315				Coffea L.	Coffea L.		EML	2023-11-15T06:56:58.725Z	2023-11-15T05:40:24.424Z	true			MDG	Madagascar	MDG.5_1	Toamasina	MDG.5.3_1	Atsinanana	MDG.5.3.1_1	Ampasimanolotra	NE	
4061894907		http://www.tropicos.org/Specimen/102872071		CC_BY_4_0				Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PRESERVED_SPECIMEN				urn:catalog:MO:Tropicos:102872071	102872071	Andriamiarinoro 382	Honoré Andriamiarinoro;Richard Randrianaivo;Roger Bernard;Dahiry		3											PRESENT																			2013-10-03T00:00:00				2013	10	3												AFRICA				MG	Antsiranana	SAVA		Vohemar II, Daraina, Fkt Daraina. Forêt d'Antaindambo.									-13.140833	49.711389																																										40011705								Coffea L.								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea	Coffea						GENUS			ICNafp	ACCEPTED	Legitimate		e053ff53-c156-4e2e-b9b5-4462e9625424	US	2023-11-15T06:58:02.167Z	249.0					COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION	StillImage	true	false	2895315	2895315	6	7707728	220	412	8798	2895315				Coffea L.	Coffea L.		EML	2023-11-15T06:58:02.167Z	2023-11-15T05:40:24.424Z	true			MDG	Madagascar	MDG.2_1	Antsiranana	MDG.2.2_1	Sava	MDG.2.2.4_1	Vohimarina (Iharana)	NE	
4061882063		http://www.tropicos.org/Specimen/102740165		CC_BY_4_0				Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PRESERVED_SPECIMEN				urn:catalog:MO:Tropicos:102740165	102740165	Andriantiana 1025	Jacky Andriantiana;Peter B. Phillipson;Charles Rakotovao		3											PRESENT																			2010-12-04T00:00:00				2010	12	4												AFRICA				MG	Toliara	Atsimo-Andrefana		Beroroha à 4km avant Antsoa. Sur une crête de montagne.									-21.259167	45.164444																																										40011705								Coffea L.								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea	Coffea						GENUS			ICNafp	ACCEPTED	Legitimate		e053ff53-c156-4e2e-b9b5-4462e9625424	US	2023-11-15T06:56:58.405Z	492.0					COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION		true	false	2895315	2895315	6	7707728	220	412	8798	2895315				Coffea L.	Coffea L.		EML	2023-11-15T06:56:58.405Z	2023-11-15T05:40:24.424Z	true			MDG	Madagascar	MDG.6_1	Toliary	MDG.6.3_1	Atsimo-Andrefana	MDG.6.3.4_1	Beroroha	NE	
4061877998		http://www.tropicos.org/Specimen/103042932		CC_BY_4_0				Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		P	Tropicos	Tropicos	MOBOT	PRESERVED_SPECIMEN				urn:catalog:MO:Tropicos:103042932	103042932	Rakotonirina 443	Giovanni A. Rakotonirina;P. Antilahimena		5											PRESENT																			2018-03-12T00:00:00				2018	3	12												AFRICA				MG	Toamasina	Atsinanana		District de Toamasina II, Commune d'Antetezambaro, Fokontany d'Ampasina, forêt d'Alahambana.									-17.913889	49.318056																																				Richard Randrianaivo		2018-01-01T00:00:00				27907254								Coffea richardii J.-F.Leroy								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea	Coffea			richardii			SPECIES			ICNafp	ACCEPTED	No opinion		e053ff53-c156-4e2e-b9b5-4462e9625424	US	2023-11-15T06:58:03.143Z	144.0					COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION		true	false	2895481	2895481	6	7707728	220	412	8798	2895315		2895481	Coffea richardii	Coffea richardii J.-F.Leroy	Coffea richardii J.-F. Leroy		EML	2023-11-15T06:58:03.143Z	2023-11-15T05:40:24.424Z	true			MDG	Madagascar	MDG.5_1	Toamasina	MDG.5.3_1	Atsinanana	MDG.5.3.5_1	Toamasina Rural	NT	
4061877108		http://www.tropicos.org/Specimen/102848003		CC_BY_4_0				Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PRESERVED_SPECIMEN				urn:catalog:MO:Tropicos:102848003	102848003	Rakotonirina 73	Casmir Z. Rakotonirina;Georges Be;Martial		5											PRESENT																			2013-03-14T00:00:00				2013	3	14												AFRICA				MG	Antsiranana	SAVA		Sambava, Anjangoveratra, Antanandava. Forêt de Makirovana. En mi versant.									-14.175833	49.958056																																										40011705								Coffea L.								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea	Coffea						GENUS			ICNafp	ACCEPTED	Legitimate		e053ff53-c156-4e2e-b9b5-4462e9625424	US	2023-11-15T06:58:01.975Z	282.0					COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION		true	false	2895315	2895315	6	7707728	220	412	8798	2895315				Coffea L.	Coffea L.		EML	2023-11-15T06:58:01.975Z	2023-11-15T05:40:24.424Z	true			MDG	Madagascar	MDG.2_1	Antsiranana	MDG.2.2_1	Sava	MDG.2.2.3_1	Sambava	NE	
4061865288		http://www.tropicos.org/Specimen/102827990		CC_BY_4_0				Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PRESERVED_SPECIMEN				urn:catalog:MO:Tropicos:102827990	102827990	Rasoazanany 519	H. Rasoazanany;Roger Bernard;Félix Edmond;Rakotondravoavy, Richard		2											PRESENT																			2013-03-21T00:00:00				2013	3	21												AFRICA				MG	Toamasina	Alaotra-Mangoro		Moramanga, Andasibe, Parc National de Mantadia, Falierana, Andranomanamponga.									-18.829722	48.440556																																				F. Rakotonasolo		2013-01-01T00:00:00				50217723								Coffea mangoroensis Portères								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea	Coffea			mangoroensis			SPECIES			ICNafp	ACCEPTED	No opinion		e053ff53-c156-4e2e-b9b5-4462e9625424	US	2023-11-15T06:56:59.076Z	987.0					COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION	StillImage	true	false	2895332	2895332	6	7707728	220	412	8798	2895315		2895332	Coffea mangoroensis	Coffea mangoroensis Portères	Coffea mangoroensis Portères		EML	2023-11-15T06:56:59.076Z	2023-11-15T05:40:24.424Z	true			MDG	Madagascar	MDG.5_1	Toamasina	MDG.5.1_1	Alaotra-Mangoro	MDG.5.1.5_1	Moramanga	NT	
4061865209		http://www.tropicos.org/Specimen/102825174		CC_BY_4_0				Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PRESERVED_SPECIMEN				urn:catalog:MO:Tropicos:102825174	102825174	Rasoazanany 391	H. Rasoazanany;P. Antilahimena;Roger Bernard;Hanta Razafindraibe;Félix Edmond;Ratolojanahary Tafita		2											PRESENT																			2013-02-19T00:00:00				2013	2	19												AFRICA				MG	Toamasina	Alaotra-Mangoro		Moramanga, Andasibe, Parc National d'Analamazaotra-Périnet. Circuit Anivokely.									-18.937778	48.421111																																				F. Rakotonasolo		2013-01-01T00:00:00				50217723								Coffea mangoroensis Portères								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea	Coffea			mangoroensis			SPECIES			ICNafp	ACCEPTED	No opinion		e053ff53-c156-4e2e-b9b5-4462e9625424	US	2023-11-15T06:56:59.049Z	949.0					COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION	StillImage	true	false	2895332	2895332	6	7707728	220	412	8798	2895315		2895332	Coffea mangoroensis	Coffea mangoroensis Portères	Coffea mangoroensis Portères		EML	2023-11-15T06:56:59.049Z	2023-11-15T05:40:24.424Z	true			MDG	Madagascar	MDG.5_1	Toamasina	MDG.5.1_1	Alaotra-Mangoro	MDG.5.1.5_1	Moramanga	NT	
4061864682		http://www.tropicos.org/Specimen/102808454		CC_BY_4_0				Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PRESERVED_SPECIMEN				urn:catalog:MO:Tropicos:102808454	102808454	Rasoazanany 297	H. Rasoazanany;Richard Randrianaivo;Joharintsoa Aina Ramahenina		4											PRESENT																			2012-11-12T00:00:00				2012	11	12												AFRICA				MG	Toamasina	Alaotra-Mangoro		Moramanga, Ambohibary, Antsily, Ampahitra.									-19.047778	48.158056																																				H. Rasoazanany		2012-01-01T00:00:00				50217723								Coffea mangoroensis Portères								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea	Coffea			mangoroensis			SPECIES			ICNafp	ACCEPTED	No opinion		e053ff53-c156-4e2e-b9b5-4462e9625424	US	2023-11-15T06:56:58.886Z	904.0					COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION		true	false	2895332	2895332	6	7707728	220	412	8798	2895315		2895332	Coffea mangoroensis	Coffea mangoroensis Portères	Coffea mangoroensis Portères		EML	2023-11-15T06:56:58.886Z	2023-11-15T05:40:24.424Z	true			MDG	Madagascar	MDG.5_1	Toamasina	MDG.5.1_1	Alaotra-Mangoro	MDG.5.1.5_1	Moramanga	NT	
4061862265		http://www.tropicos.org/Specimen/102824155		CC_BY_4_0				Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PRESERVED_SPECIMEN				urn:catalog:MO:Tropicos:102824155	102824155	Razafindraibe 423	Hanta Razafindraibe;P. Antilahimena;Roger Bernard;H. Rasoazanany;Félix Edmond;Ratolojanahary Tafita		2											PRESENT																			2013-02-17T00:00:00				2013	2	17												AFRICA				MG	Toamasina	Alaotra-Mangoro		Moramanga, Andasibe, Parc National Analamazaotra-Périnet, Andranomadio.									-18.9225	48.443333																																				F. Rakotonasolo		2013-01-01T00:00:00				50217723								Coffea mangoroensis Portères								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea	Coffea			mangoroensis			SPECIES			ICNafp	ACCEPTED	No opinion		e053ff53-c156-4e2e-b9b5-4462e9625424	US	2023-11-15T06:58:01.776Z	925.0					COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION		true	false	2895332	2895332	6	7707728	220	412	8798	2895315		2895332	Coffea mangoroensis	Coffea mangoroensis Portères	Coffea mangoroensis Portères		EML	2023-11-15T06:58:01.776Z	2023-11-15T05:40:24.424Z	true			MDG	Madagascar	MDG.5_1	Toamasina	MDG.5.1_1	Alaotra-Mangoro	MDG.5.1.5_1	Moramanga	NT	
