specimen_id,source_crs,longitude,latitude,mada_geom_point,sampled_layers,nodata_layers,is_categorical_encoded,genus_species,year,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12,layer_13,layer_14,layer_15,layer_16,layer_17,layer_18,layer_19,layer_20,layer_21,layer_22,layer_23,layer_24,layer_25,layer_26,layer_27,layer_28,layer_29,layer_30,layer_31,layer_32,layer_33,layer_34,layer_35,layer_36,layer_37,layer_38,layer_39,layer_40,layer_41,layer_42,layer_43,layer_44,layer_45,layer_46,layer_47,layer_48,layer_49,layer_50,layer_51,layer_52,layer_53,layer_54,layer_55,layer_56,layer_57,layer_58,layer_59,layer_60,layer_61,layer_62,layer_63,layer_64,layer_65,layer_66,layer_67,layer_68,layer_69,layer_70,layer_71,layer_72,layer_73,layer_74,layer_79,layer_75_Alluvial_&_Lake_deposits,layer_75_Basement_Rocks_(Ign_&_Met),layer_75_Lavas_(including_Basalts_&_Gabbros),layer_75_Mangrove_Swamp,layer_75_Marble_(Cipolin),"layer_75_Mesozoic_Limestones_+_Marls_(inc._""Tsingy"")",layer_75_Quartzites,layer_75_Sandstones,layer_75_Tertiary_Limestones_+_Marls_&_Chalks,layer_75_Ultrabasics,layer_75_Unconsolidated_Sands,layer_75__nodata,layer_76_Alluvio-colluvial_Deposited_Soils,layer_76_Andosols,layer_76_Bare_Rocks,layer_76_Fluvio-marine_Deposited_Soils_-_Mangroves,"layer_76_Highly_Rejuvenated,_Penevoluted_Ferralitic_Soils",layer_76_Humic_Ferralitic_Soils,layer_76_Humic_Rejuvenated_Ferralitic_Soils,layer_76_Hydromorphic_Soils,layer_76_Indurated-Concretion_Ferralitic_Soils,layer_76_Podzolic_Soils_and_Podzols,"layer_76_Poorly_Evolved_Erosion_Soils,_Lithosols",layer_76_Raw_Lithic_Mineral_Soils,layer_76_Red_Ferruginous_Soils,layer_76_Red_Fersiallitic_Soils,layer_76_Rejuvenated_Ferralitic_Soils_with_Degrading_Structure,layer_76_Rejuvenated_Ferralitic_Soils_with_Little_Degrading_Structure,layer_76_Salty_Deposited_Soils,layer_76_Skeletal_Shallow_Eroded_Ferruginous_Soils,layer_76_Typical_Reddish-brown_Ferralitic_Soils_with_Little_Degrading_Structure,layer_76_Vertisols,layer_76_Wind-deposited_Soils,layer_76_Yellow-red_Ferruginous_Soils_(Red_Sands),layer_76_Yellow_Fersiallitic_Soils,layer_76__nodata,layer_77_VegCat_01,layer_77_VegCat_02,layer_77_VegCat_03,layer_77_VegCat_04,layer_77_VegCat_05,layer_77_VegCat_06,layer_77_VegCat_07,layer_77_VegCat_09,layer_77_VegCat_10,layer_77_VegCat_11,layer_77_VegCat_12,layer_77_VegCat_13,layer_77_VegCat_14,layer_77_VegCat_15,layer_77_VegCat_16,layer_77_VegCat_18,layer_77_VegCat_19,layer_77_VegCat_22,layer_77_VegCat_23,layer_77_VegCat_25,layer_77__nodata,layer_78_CoE_E-Betsiboka_S-Maevarano,layer_78_CoE_N-Bemarivo,layer_78_CoE_N-Maevarano_S-Sambirano,layer_78_CoE_N-Mahavavy,layer_78_CoE_N-Mangoky_S-Tsiribihina,layer_78_CoE_N-Sambirano_W-Mahavavy,layer_78_CoE_N-Tsiribihina_W-Betsiboka,layer_78_CoE_S-Bemarivo_N-Mangoro,layer_78_CoE_S-Manampatrana_N-Mananara,layer_78_CoE_S-Mananara,layer_78_CoE_S-Mangoky,layer_78_CoE_S-Mangoro_N-Manampatrana,layer_78_RetDisp_Antainambalana,layer_78_RetDisp_Bemarivo,layer_78_RetDisp_Betsiboka,layer_78_RetDisp_Maevarana_(1/2_N),layer_78_RetDisp_Mahavavy,layer_78_RetDisp_Manampatrana,layer_78_RetDisp_Mananara_du_Sud,layer_78_RetDisp_Mandrare,layer_78_RetDisp_Mangoky,layer_78_RetDisp_Mangoro,layer_78_RetDisp_Onilahy,layer_78_RetDisp_Sambirano,layer_78_RetDisp_Tsiribihina,layer_78__nodata
perrieri_12538,4326,45.989986,-17.052635,POINT (605352.2245996634 8114355.277964734),79,0,True,Coffea perrieri,2022.0,211.0,227.0,224.0,221.0,189.0,167.0,167.0,176.0,193.0,223.0,224.0,224.0,348.0,324.0,327.0,333.0,333.0,323.0,314.0,324.0,336.0,349.0,336.0,321.0,41.0,330.0,273.0,49.0,5.0,2.0,2.0,8.0,9.0,128.0,254.0,470.0,267.0,126.0,69.0,1500.0,349.0,167.0,182.0,279.0,248.0,279.0,245.0,1571.0,470.0,2.0,121.0,852.0,9.0,852.0,12.0,176.0,166.0,162.0,159.0,122.0,92.0,84.0,97.0,123.0,173.0,166.0,156.0,1681.0,785.0,8.0,130.0,2.0,42.0,7790.0,15.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perrieri_12549,4326,45.985053,-17.067958,POINT (604818.6700343543 8112662.606182978),79,0,True,Coffea perrieri,2022.0,210.0,226.0,224.0,220.0,188.0,166.0,166.0,176.0,192.0,222.0,223.0,224.0,348.0,323.0,327.0,333.0,333.0,322.0,313.0,323.0,336.0,349.0,336.0,321.0,41.0,328.0,273.0,50.0,6.0,2.0,2.0,8.0,10.0,128.0,255.0,470.0,266.0,127.0,69.0,1517.0,349.0,166.0,183.0,279.0,248.0,279.0,244.0,1573.0,470.0,2.0,121.0,853.0,10.0,853.0,12.0,175.0,164.0,162.0,158.0,121.0,91.0,82.0,96.0,122.0,172.0,165.0,156.0,1670.0,775.0,8.0,175.0,7.0,31.0,7933.0,52.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perrieri_15407,4326,45.989,-17.06269,POINT (605241.6544511776 8113243.330755414),79,0,True,Coffea perrieri,2021.0,210.0,226.0,224.0,220.0,188.0,166.0,166.0,176.0,192.0,222.0,224.0,224.0,348.0,324.0,328.0,333.0,333.0,322.0,313.0,323.0,336.0,349.0,336.0,321.0,41.0,330.0,274.0,49.0,6.0,2.0,2.0,8.0,9.0,128.0,255.0,470.0,266.0,127.0,69.0,1526.0,349.0,166.0,183.0,279.0,248.0,279.0,244.0,1574.0,470.0,2.0,121.0,853.0,10.0,853.0,12.0,175.0,165.0,163.0,158.0,121.0,91.0,82.0,96.0,122.0,172.0,166.0,156.0,1674.0,777.0,8.0,169.0,5.0,223.0,7472.0,21.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perrieri_16995,4326,47.781762,-14.79531,POINT (799445.7802546229 8362456.057627623),79,0,True,Coffea perrieri,2019.0,203.0,222.0,224.0,216.0,198.0,181.0,174.0,176.0,186.0,215.0,220.0,222.0,333.0,307.0,316.0,324.0,320.0,309.0,303.0,310.0,321.0,327.0,318.0,307.0,39.0,361.0,240.0,69.0,4.0,2.0,2.0,3.0,5.0,150.0,278.0,433.0,259.0,113.0,71.0,1177.0,333.0,174.0,159.0,268.0,242.0,268.0,242.0,1586.0,433.0,2.0,118.0,861.0,7.0,670.0,7.0,149.0,142.0,150.0,145.0,121.0,96.0,85.0,91.0,108.0,142.0,143.0,140.0,1518.0,675.0,7.0,185.0,4.0,54.0,7925.0,43.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resinosa (Hook. f.) Radlk._9233,4326,49.405833,-17.688889,POINT (967602.4266189564 8038763.60339047),79,0,True,Coffea resinosa (Hook. f.) Radlk.,2019.0,185.0,225.0,221.0,209.0,190.0,174.0,172.0,171.0,173.0,204.0,215.0,225.0,270.0,303.0,302.0,293.0,278.0,261.0,242.0,245.0,254.0,286.0,297.0,302.0,93.0,389.0,407.0,298.0,211.0,207.0,198.0,172.0,110.0,150.0,273.0,353.0,237.0,80.0,61.0,2220.0,303.0,171.0,132.0,258.0,222.0,258.0,209.0,2861.0,407.0,93.0,44.0,1094.0,432.0,1094.0,480.0,94.0,145.0,138.0,118.0,92.0,71.0,60.0,61.0,67.0,105.0,125.0,141.0,1222.0,1.0,1.0,60.0,5.0,158.0,7521.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resinosa (Hook. f.) Radlk._10714,4326,49.405833,-17.688889,POINT (967602.4266189564 8038763.60339047),79,0,True,Coffea resinosa (Hook. f.) Radlk.,2019.0,185.0,225.0,221.0,209.0,190.0,174.0,172.0,171.0,173.0,204.0,215.0,225.0,270.0,303.0,302.0,293.0,278.0,261.0,242.0,245.0,254.0,286.0,297.0,302.0,93.0,389.0,407.0,298.0,211.0,207.0,198.0,172.0,110.0,150.0,273.0,353.0,237.0,80.0,61.0,2220.0,303.0,171.0,132.0,258.0,222.0,258.0,209.0,2861.0,407.0,93.0,44.0,1094.0,432.0,1094.0,480.0,94.0,145.0,138.0,118.0,92.0,71.0,60.0,61.0,67.0,105.0,125.0,141.0,1222.0,1.0,1.0,60.0,5.0,158.0,7521.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resinosa (Hook. f.) Radlk._16989,4326,49.405833,-17.688889,POINT (967602.4266189564 8038763.60339047),79,0,True,Coffea resinosa (Hook. f.) Radlk.,2019.0,185.0,225.0,221.0,209.0,190.0,174.0,172.0,171.0,173.0,204.0,215.0,225.0,270.0,303.0,302.0,293.0,278.0,261.0,242.0,245.0,254.0,286.0,297.0,302.0,93.0,389.0,407.0,298.0,211.0,207.0,198.0,172.0,110.0,150.0,273.0,353.0,237.0,80.0,61.0,2220.0,303.0,171.0,132.0,258.0,222.0,258.0,209.0,2861.0,407.0,93.0,44.0,1094.0,432.0,1094.0,480.0,94.0,145.0,138.0,118.0,92.0,71.0,60.0,61.0,67.0,105.0,125.0,141.0,1222.0,1.0,1.0,60.0,5.0,158.0,7521.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tsirananae_14671,4326,49.371244,-12.226533,POINT (975871.8191408159 8644546.725111166),79,6,True,Coffea tsirananae,2019.0,224.0,241.0,241.0,240.0,234.0,218.0,209.0,208.0,213.0,235.0,242.0,241.0,301.0,318.0,313.0,313.0,314.0,297.0,291.0,291.0,290.0,312.0,324.0,312.0,18.0,274.0,168.0,60.0,18.0,25.0,24.0,23.0,13.0,47.0,161.0,307.0,267.0,77.0,66.0,1252.0,324.0,208.0,116.0,272.0,250.0,277.0,250.0,1138.0,307.0,13.0,110.0,599.0,60.0,502.0,60.0,135.0,171.0,163.0,158.0,148.0,113.0,99.0,99.0,103.0,147.0,172.0,162.0,1676.0,789.0,9.0,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tsirananae_16502,4326,49.251716,-12.382886,POINT (962562.6489019138 8627421.601399792),79,0,True,Coffea tsirananae,2020.0,213.0,232.0,232.0,230.0,222.0,206.0,197.0,196.0,203.0,225.0,231.0,232.0,299.0,312.0,308.0,308.0,308.0,293.0,285.0,285.0,288.0,309.0,318.0,307.0,17.0,301.0,188.0,63.0,14.0,21.0,22.0,19.0,11.0,52.0,177.0,334.0,259.0,83.0,68.0,1271.0,318.0,196.0,122.0,265.0,242.0,270.0,242.0,1219.0,334.0,11.0,115.0,652.0,52.0,552.0,52.0,125.0,155.0,149.0,143.0,132.0,103.0,90.0,89.0,97.0,135.0,154.0,148.0,1525.0,698.0,8.0,83.0,4.0,290.0,7884.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tsirananae_16891,4326,49.266346,-12.314212,POINT (964278.4639289188 8635009.46026732),79,0,True,Coffea tsirananae,2020.0,222.0,240.0,239.0,239.0,231.0,216.0,206.0,206.0,211.0,233.0,240.0,239.0,302.0,317.0,312.0,313.0,314.0,297.0,291.0,291.0,291.0,313.0,324.0,312.0,17.0,294.0,177.0,57.0,15.0,22.0,21.0,20.0,11.0,49.0,165.0,326.0,266.0,79.0,67.0,1251.0,324.0,206.0,118.0,272.0,249.0,276.0,249.0,1174.0,326.0,11.0,115.0,637.0,52.0,540.0,52.0,135.0,169.0,159.0,156.0,145.0,112.0,98.0,97.0,103.0,146.0,170.0,160.0,1655.0,789.0,9.0,51.0,1.0,132.0,7898.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tsirananae_16892,4326,49.355849,-12.251702,POINT (974147.8238659615 8641783.286370104),79,0,True,Coffea tsirananae,2020.0,219.0,236.0,236.0,235.0,229.0,213.0,204.0,204.0,208.0,230.0,237.0,238.0,298.0,315.0,309.0,310.0,311.0,294.0,287.0,288.0,287.0,309.0,320.0,310.0,17.0,277.0,170.0,58.0,16.0,23.0,23.0,22.0,12.0,47.0,161.0,310.0,263.0,79.0,68.0,1254.0,320.0,204.0,116.0,269.0,246.0,274.0,246.0,1136.0,310.0,12.0,112.0,604.0,57.0,518.0,57.0,129.0,162.0,153.0,149.0,140.0,108.0,94.0,95.0,99.0,139.0,162.0,157.0,1594.0,741.0,9.0,79.0,2.0,108.0,7900.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tsirananae_16894,4326,49.281018,-12.403209,POINT (965719.7549195476 8625117.42829332),79,0,True,Coffea tsirananae,2020.0,208.0,228.0,228.0,225.0,216.0,200.0,192.0,192.0,197.0,220.0,226.0,228.0,296.0,308.0,305.0,305.0,304.0,290.0,281.0,281.0,285.0,306.0,313.0,304.0,18.0,297.0,191.0,68.0,14.0,21.0,23.0,20.0,11.0,52.0,181.0,332.0,255.0,84.0,70.0,1280.0,313.0,192.0,121.0,262.0,238.0,266.0,238.0,1228.0,332.0,11.0,113.0,647.0,54.0,556.0,54.0,120.0,148.0,142.0,136.0,124.0,98.0,85.0,85.0,93.0,129.0,144.0,142.0,1451.0,646.0,8.0,184.0,3.0,313.0,7969.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tsirananae_16896,4326,49.297935,-12.30587,POINT (967736.7949204224 8635879.310895983),79,0,True,Coffea tsirananae,2020.0,221.0,238.0,238.0,237.0,231.0,215.0,204.0,204.0,210.0,232.0,239.0,238.0,301.0,317.0,312.0,312.0,313.0,296.0,289.0,290.0,290.0,312.0,323.0,311.0,17.0,291.0,176.0,55.0,14.0,22.0,20.0,20.0,11.0,48.0,164.0,323.0,265.0,79.0,67.0,1273.0,323.0,204.0,119.0,271.0,247.0,275.0,247.0,1161.0,323.0,11.0,116.0,631.0,51.0,535.0,51.0,133.0,167.0,158.0,153.0,144.0,111.0,95.0,96.0,102.0,144.0,168.0,158.0,1633.0,778.0,9.0,66.0,1.0,290.0,7918.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tsirananae_16909,4326,49.219958,-12.50737,POINT (958882.377205497 8613676.766727574),79,0,True,Coffea tsirananae,2020.0,167.0,191.0,193.0,188.0,174.0,157.0,153.0,154.0,158.0,180.0,187.0,192.0,270.0,278.0,279.0,276.0,269.0,261.0,247.0,248.0,258.0,279.0,280.0,276.0,22.0,287.0,221.0,99.0,21.0,20.0,29.0,22.0,14.0,65.0,217.0,321.0,221.0,93.0,73.0,1376.0,280.0,153.0,127.0,229.0,203.0,234.0,203.0,1338.0,321.0,14.0,103.0,630.0,65.0,607.0,65.0,88.0,105.0,105.0,97.0,84.0,71.0,62.0,62.0,70.0,92.0,99.0,103.0,1042.0,338.0,7.0,731.0,6.0,189.0,8019.0,47.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tsirananae_17828,4326,49.340235,-12.302029,POINT (972355.1505723498 8636230.935855007),79,6,True,Coffea tsirananae,2019.0,224.0,242.0,242.0,241.0,233.0,218.0,208.0,208.0,213.0,236.0,241.0,242.0,303.0,319.0,314.0,315.0,314.0,299.0,292.0,292.0,292.0,314.0,324.0,314.0,18.0,283.0,172.0,60.0,17.0,24.0,23.0,22.0,13.0,49.0,165.0,316.0,268.0,78.0,67.0,1258.0,324.0,208.0,116.0,274.0,250.0,278.0,250.0,1162.0,316.0,13.0,112.0,617.0,58.0,515.0,58.0,137.0,174.0,165.0,161.0,147.0,115.0,99.0,99.0,105.0,150.0,171.0,165.0,1693.0,796.0,9.0,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tsirananae_17831,4326,49.322727,-12.338667,POINT (970380.8853054564 8632199.716197923),79,0,True,Coffea tsirananae,2019.0,221.0,239.0,238.0,238.0,231.0,215.0,205.0,205.0,210.0,232.0,239.0,239.0,302.0,317.0,312.0,313.0,314.0,297.0,291.0,291.0,291.0,312.0,323.0,312.0,18.0,290.0,176.0,58.0,15.0,23.0,22.0,21.0,12.0,50.0,167.0,322.0,266.0,80.0,68.0,1249.0,323.0,205.0,118.0,271.0,248.0,276.0,248.0,1174.0,322.0,12.0,114.0,630.0,55.0,524.0,55.0,134.0,168.0,158.0,155.0,145.0,111.0,97.0,97.0,102.0,144.0,168.0,160.0,1645.0,771.0,9.0,40.0,5.0,295.0,7956.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tsirananae_19273,4326,49.322106,-12.239535,POINT (970490.0001921058 8643191.472560259),79,78,True,Coffea tsirananae,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
