specimen_id,source_crs,longitude,latitude,mada_geom_point,sampled_layers,nodata_layers,is_categorical_encoded,env_71_alt_Altitude (meters),env_72_slo_Slope (degrees),env_73_asp_Aspect; clockwise from North (degrees),"env_74_solrad_Solar radiation; computed from altitude, slope and aspect (Wh.m-2.day-1)","env_75_geo_Rock types (categ_vals: 1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13)","env_76_soi_Soil types (categ_vals: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23)","env_77_veg_Vegetation types (categ_vals: 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 22, 23, 25)","env_78_wat_Watersheds (categ_vals: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25)",env_79_forcov_Percentage of forest cover in 1 km by 1 km grid cells (%)
dubardii_1924,4326,49.105,-12.8464,POINT (945770.0399355507 8576295.27873082),9,0,False,142.0,2.0,206.0,7872.0,9.0,8.0,7,12.0,13.0
perrieri_1937,4326,47.01973,-16.763061,POINT (715292.3355482183 8145561.28358515),9,0,False,42.0,1.0,320.0,7739.0,6.0,18.0,6,20.0,0.0
arenesiana_1938,4326,48.254139,-19.120401,POINT (842396.2634442383 7882663.036728507),9,0,False,971.0,2.0,202.0,7838.0,10.0,9.0,16,2.0,0.0
bertrandii_1942,4326,46.486576,-24.820319,POINT (650238.3690614552 7254129.565000778),9,0,False,91.0,2.0,115.0,7232.0,10.0,6.0,12,6.0,100.0
abbayesii_1943,4326,47.1401,-24.835216,POINT (716276.781554349 7251601.331429132),9,5,False,14.0,,,,,,15,5.0,48.0
perrieri_1945,4326,44.050504,-18.043941,POINT (399505.0474384375 8004695.0450102035),9,0,False,43.0,1.0,213.0,7618.0,2.0,16.0,5,8.0,13.0
resinosa_2300,4326,47.701944,-23.175278,POINT (776611.7866381853 7434508.718005167),9,0,False,12.0,0.0,174.0,7360.0,9.0,12.0,15,4.0,7.0
perrieri_2344,4326,46.109722,-24.310833,POINT (612602.9442835674 7310910.256040464),9,0,False,427.0,13.0,161.0,6633.0,9.0,22.0,7,6.0,0.0
perrieri_2378,4326,46.15777,-24.33638,POINT (617455.2353885227 7308041.618179116),9,0,False,233.0,2.0,235.0,7307.0,9.0,6.0,12,6.0,99.0
resinosa_2384,4326,47.733333,-23.166667,POINT (779844.8451066222 7435402.666992562),9,0,False,13.0,3.0,324.0,7458.0,9.0,21.0,4,4.0,51.0
resinosa_2385,4326,47.683333,-23.183333,POINT (774689.0495582593 7433651.614332899),9,0,False,12.0,2.0,276.0,7297.0,9.0,19.0,16,4.0,0.0
tsirananae_2389,4326,49.35805,-12.35083,POINT (974209.3759546173 8630788.703325663),9,0,False,160.0,11.0,284.0,7929.0,6.0,20.0,5,1.0,55.0
tsirananae_2390,4326,49.21111,-12.17833,POINT (958492.770916003 8650167.71906347),9,0,False,82.0,13.0,272.0,7765.0,6.0,23.0,5,12.0,17.0
dubardii_2392,4326,44.749167,-16.958611,POINT (473294.59883002134 8125006.562071315),9,0,False,199.0,5.0,141.0,7620.0,9.0,18.0,5,8.0,71.0
dubardii_2393,4326,44.732222,-16.931667,POINT (471486.44712923677 8127984.871431336),9,0,False,98.0,4.0,52.0,7811.0,9.0,18.0,5,8.0,49.0
heimii_2394,4326,49.35305,-12.37361,POINT (973623.1924143073 8628271.887355782),9,0,False,250.0,14.0,331.0,8092.0,6.0,20.0,5,1.0,47.0
tsirananae_2395,4326,49.35305,-12.37361,POINT (973623.1924143073 8628271.887355782),9,0,False,250.0,14.0,331.0,8092.0,6.0,20.0,5,1.0,47.0
pervilleana_2397,4326,49.36583,-12.37888,POINT (975006.5888685924 8627664.81945074),9,0,False,277.0,11.0,175.0,7910.0,6.0,20.0,7,1.0,33.0
dubardii_2403,4326,49.10972,-12.90888,POINT (946172.4869802331 8569361.573989293),9,0,False,136.0,5.0,287.0,7919.0,7.0,22.0,5,13.0,44.0
heimii_2404,4326,49.45611,-12.58472,POINT (984462.6304257289 8604676.940310588),9,0,False,251.0,3.0,268.0,7940.0,6.0,17.0,6,1.0,21.0
resinosa_2417,4326,47.700278,-23.178611,POINT (776434.2876125993 7434142.631072203),9,0,False,12.0,0.0,174.0,7360.0,9.0,12.0,15,4.0,7.0
humbertii_2420,4326,43.714444,-23.002222,POINT (368248.68293934595 7455656.6169750225),9,0,False,135.0,1.0,184.0,7371.0,5.0,15.0,7,6.0,30.0
resinosa_2422,4326,47.753611,-23.089722,POINT (782083.1109208111 7443888.286225902),9,1,False,4.0,1.0,296.0,7386.0,2.0,,16,4.0,46.0
tsirananae_2428,4326,49.218611,-12.165556,POINT (959332.8350570735 8651571.060893547),9,0,False,91.0,4.0,239.0,7837.0,6.0,23.0,6,12.0,4.0
millotii_2429,4326,48.31888,-18.86944,POINT (849739.0276151416 7910340.056757211),9,0,False,1009.0,4.0,276.0,7805.0,11.0,7.0,14,2.0,66.0
millotii_2431,4326,48.2925,-18.86611,POINT (846963.5556543547 7910760.968677763),9,0,False,1023.0,7.0,179.0,7592.0,10.0,9.0,14,2.0,60.0
abbayesii_2433,4326,46.45,-24.36666,POINT (647070.6204618097 7304410.220689219),9,0,False,408.0,1.0,307.0,7430.0,10.0,6.0,7,6.0,0.0
resinosa_2436,4326,48.482222,-20.801944,POINT (862546.49456094 7695855.550765952),9,1,False,4.0,1.0,241.0,7521.0,,21.0,16,3.0,73.0
resinosa_2437,4326,48.554167,-20.3725,POINT (871083.6199276892 7743286.659036701),9,0,False,5.0,1.0,2.0,7543.0,6.0,19.0,16,3.0,1.0
resinosa_2438,4326,47.724167,-23.170278,POINT (778898.4273240004 7435020.213109655),9,0,False,46.0,8.0,263.0,7236.0,9.0,21.0,16,4.0,0.0
resinosa_2440,4326,49.70611,-16.76055,POINT (1002039.2629539109 8140978.508391662),9,0,False,13.0,1.0,213.0,7688.0,1.0,21.0,16,2.0,59.0
millotii_2462,4326,49.98194,-15.62083,POINT (1034599.2158839884 8266735.733773035),9,0,False,306.0,16.0,329.0,8089.0,10.0,11.0,14,2.0,97.0
resinosa_2463,4326,49.256667,-18.565556,POINT (949495.5412336814 7941918.554668624),9,1,False,8.0,3.0,115.0,7582.0,2.0,,16,2.0,34.0
resinosa_2464,4326,48.605833,-20.359444,POINT (876515.097472524 7744616.072313964),9,0,False,8.0,3.0,292.0,7574.0,1.0,21.0,16,3.0,32.0
resinosa_2465,4326,49.23388,-18.595,POINT (947008.7347414009 7938710.59530902),9,0,False,14.0,1.0,234.0,7606.0,2.0,21.0,15,2.0,24.0
resinosa_2469,4326,49.70972,-16.76111,POINT (1002423.623921355 8140907.22037609),9,0,False,13.0,1.0,213.0,7688.0,1.0,21.0,16,2.0,59.0
resinosa_2480,4326,49.4,-17.28333,POINT (968022.253984275 8083754.561281942),9,0,False,14.0,1.0,351.0,7722.0,10.0,21.0,16,2.0,28.0
resinosa_2513,4326,47.70027,-23.17666,POINT (776437.4805357857 7434358.793032329),9,0,False,12.0,0.0,174.0,7360.0,9.0,12.0,15,4.0,7.0
resinosa_2514,4326,47.70111,-23.17222,POINT (776532.6517142393 7434849.093065027),9,0,False,12.0,0.0,174.0,7360.0,9.0,12.0,15,4.0,7.0
perrieri_2573,4326,44.156111,-22.718056,POINT (413336.17977458896 7487444.3116107825),9,0,False,1026.0,4.0,147.0,7417.0,9.0,18.0,9,6.0,51.0
heimii_2585,4326,49.583333,-12.970278,POINT (997562.5370361647 8561677.38843384),9,0,False,95.0,9.0,201.0,7586.0,10.0,10.0,6,1.0,6.0
millotii_2600,4326,49.550833,-13.218889,POINT (993530.3992038402 8534169.098471293),9,0,False,839.0,18.0,339.0,7857.0,10.0,9.0,14,1.0,100.0
abbayesii_2625,4326,47.136667,-24.835833,POINT (715928.6693715989 7251538.425058084),9,0,False,5.0,3.0,120.0,7187.0,2.0,21.0,7,5.0,7.0
abbayesii_2629,4326,47.136111,-24.842778,POINT (715860.4092442521 7250769.964015225),9,1,False,5.0,3.0,311.0,7362.0,,21.0,7,5.0,18.0
abbayesii_2634,4326,47.166111,-24.796389,POINT (718974.5237810896 7255860.966205925),9,0,False,0.0,0.0,246.0,7250.0,2.0,21.0,6,5.0,18.0
humbertii_2636,4326,46.981111,-24.884722,POINT (700125.395282866 7246360.4464457035),9,0,False,308.0,23.0,156.0,5548.0,10.0,9.0,14,5.0,90.0
heimii_2684,4326,47.863889,-21.3825,POINT (796967.0982798996 7632811.5735395495),9,0,False,201.0,15.0,48.0,7777.0,10.0,11.0,16,3.0,0.0
perrieri_2686,4326,47.863889,-21.3825,POINT (796967.0982798996 7632811.5735395495),9,0,False,201.0,15.0,48.0,7777.0,10.0,11.0,16,3.0,0.0
perrieri_2688,4326,47.863889,-21.3825,POINT (796967.0982798996 7632811.5735395495),9,0,False,201.0,15.0,48.0,7777.0,10.0,11.0,16,3.0,0.0
millotii_2689,4326,47.863889,-21.3825,POINT (796967.0982798996 7632811.5735395495),9,0,False,201.0,15.0,48.0,7777.0,10.0,11.0,16,3.0,0.0
millotii_2690,4326,47.863889,-21.3825,POINT (796967.0982798996 7632811.5735395495),9,0,False,201.0,15.0,48.0,7777.0,10.0,11.0,16,3.0,0.0
millotii_2692,4326,47.863889,-21.3825,POINT (796967.0982798996 7632811.5735395495),9,0,False,201.0,15.0,48.0,7777.0,10.0,11.0,16,3.0,0.0
millotii_2693,4326,47.870278,-21.376944,POINT (797641.2562474278 7633414.965102602),9,0,False,92.0,13.0,173.0,6717.0,10.0,11.0,16,3.0,16.0
millotii_2694,4326,47.863889,-21.3825,POINT (796967.0982798996 7632811.5735395495),9,0,False,201.0,15.0,48.0,7777.0,10.0,11.0,16,3.0,0.0
dubardii_2700,4326,47.863889,-21.3825,POINT (796967.0982798996 7632811.5735395495),9,0,False,201.0,15.0,48.0,7777.0,10.0,11.0,16,3.0,0.0
abbayesii_2702,4326,47.863889,-21.3825,POINT (796967.0982798996 7632811.5735395495),9,0,False,201.0,15.0,48.0,7777.0,10.0,11.0,16,3.0,0.0
arenesiana_2732,4326,47.928889,-18.919722,POINT (808519.6229292486 7905496.676447506),9,0,False,1174.0,8.0,338.0,7929.0,10.0,9.0,14,15.0,33.0
millotii_2733,4326,49.861111,-14.401111,POINT (1024587.2632736877 8402367.690688357),9,0,False,410.0,24.0,157.0,6554.0,10.0,9.0,14,14.0,100.0
perrieri_2735,4326,44.288056,-22.820833,POINT (426941.62881102914 7476137.694961881),9,0,False,529.0,13.0,345.0,7973.0,7.0,18.0,6,6.0,18.0
perrieri_2737,4326,44.287778,-22.820556,POINT (426912.9520842602 7476168.222233592),9,0,False,529.0,13.0,345.0,7973.0,7.0,18.0,6,6.0,18.0
bertrandii_2740,4326,46.674722,-25.122222,POINT (668843.6342847437 7220470.852634992),9,0,False,110.0,15.0,119.0,6517.0,10.0,15.0,7,5.0,88.0
perrieri_2746,4326,46.673333,-24.798889,POINT (669145.0586935519 7256284.505210571),9,0,False,177.0,11.0,154.0,6728.0,10.0,6.0,12,6.0,82.0
arenesiana_2749,4326,47.5331,-18.939287,POINT (766774.1131943119 7903975.383623635),9,0,False,1252.0,1.0,289.0,7911.0,1.0,10.0,4,20.0,0.0
humbertii_2753,4326,44.632515,-23.650485,POINT (462522.27672990534 7384420.542847861),9,0,False,143.0,1.0,312.0,7389.0,6.0,16.0,12,6.0,88.0
pervilleana_2754,4326,44.497196,-18.032096,POINT (446780.9327773554 8006191.189642539),9,0,False,229.0,2.0,10.0,7708.0,6.0,16.0,6,8.0,3.0
pervilleana_2761,4326,44.56139,-18.11778,POINT (453598.1508037 7996728.425249859),9,0,False,346.0,4.0,25.0,7781.0,7.0,6.0,5,8.0,91.0
pervilleana_2765,4326,44.31583,-18.03361,POINT (427584.3037171829 8005962.119704753),9,0,False,86.0,3.0,355.0,7783.0,9.0,18.0,6,8.0,0.0
perrieri_2768,4326,44.47222,-17.93972,POINT (444108.22822919185 8016404.290082602),9,0,False,226.0,7.0,256.0,7610.0,7.0,16.0,5,8.0,83.0
perrieri_2769,4326,44.56194,-18.11139,POINT (453654.65719434153 7997435.553621855),9,0,False,272.0,9.0,170.0,7307.0,7.0,6.0,5,8.0,68.0
dubardii_2773,4326,49.1725,-12.48778,POINT (953747.6487404744 8615930.454370154),9,0,False,751.0,14.0,262.0,7917.0,9.0,8.0,14,12.0,100.0
millotii_2795,4326,49.7904,-16.474388,POINT (1011809.5522510451 8172511.551373301),9,0,False,198.0,13.0,111.0,7457.0,10.0,11.0,14,2.0,84.0
resinosa_2803,4326,49.0,-17.0,POINT (926061.8652484254 8116091.631643504),9,0,False,908.0,18.0,148.0,7058.0,10.0,9.0,14,2.0,85.0
millotii_2806,4326,47.0,-23.0,POINT (704992.1724866081 7455081.895663038),9,0,False,544.0,5.0,201.0,7607.0,10.0,10.0,7,17.0,0.0
resinosa_2807,4326,47.0,-23.0,POINT (704992.1724866081 7455081.895663038),9,0,False,544.0,5.0,201.0,7607.0,10.0,10.0,7,17.0,0.0
resinosa_2809,4326,48.7,-13.58,POINT (900530.2787016315 8495683.113346167),9,0,False,40.0,7.0,292.0,7875.0,6.0,18.0,5,11.0,39.0
dubardii_2812,4326,49.7,-13.18,POINT (1009820.5473967544 8538182.939559158),9,0,False,171.0,8.0,36.0,7888.0,10.0,9.0,6,1.0,24.0
dubardii_2813,4326,49.7,-13.18,POINT (1009820.5473967544 8538182.939559158),9,0,False,171.0,8.0,36.0,7888.0,10.0,9.0,6,1.0,24.0
humbertii_2814,4326,44.58,-22.92,POINT (456932.1646449176 7465274.693208166),9,0,False,578.0,2.0,316.0,7581.0,6.0,16.0,6,6.0,0.0
