specimen_id,source_crs,longitude,latitude,mada_geom_point,sampled_layers,nodata_layers,is_categorical_encoded,specimen_name,env_71_alt_Altitude (meters),env_72_slo_Slope (degrees),env_73_asp_Aspect; clockwise from North (degrees),"env_74_solrad_Solar radiation; computed from altitude, slope and aspect (Wh.m-2.day-1)","env_75_geo_Rock types (categ_vals: 1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13)","env_76_soi_Soil types (categ_vals: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23)","env_77_veg_Vegetation types (categ_vals: 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 22, 23, 25)","env_78_wat_Watersheds (categ_vals: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25)",env_79_forcov_Percentage of forest cover in 1 km by 1 km grid cells (%)
pervilleana_3087,4326,44.315803,-18.033509,POINT (427581.40448936203 8005973.284074227),9,0,False,Coffea_pervilleana,86.0,3.0,355.0,7783.0,9.0,18.0,6.0,8.0,0.0
pervilleana_3088,4326,44.31583,-18.03361,POINT (427584.3037171829 8005962.119704753),9,0,False,Coffea_pervilleana,86.0,3.0,355.0,7783.0,9.0,18.0,6.0,8.0,0.0
pervilleana_3089,4326,44.324308,-18.035903,POINT (428482.61458970286 8005711.7127337),9,0,False,Coffea_pervilleana,98.0,2.0,223.0,7656.0,9.0,18.0,6.0,8.0,0.0
pervilleana_3090,4326,44.433333,-18.941667,POINT (440336.8344187051 7905531.171704822),9,0,False,Coffea_pervilleana,54.0,1.0,137.0,7583.0,2.0,16.0,6.0,8.0,73.0
pervilleana_3091,4326,44.497196,-18.032096,POINT (446780.9327773554 8006191.189642539),9,0,False,Coffea_pervilleana,229.0,2.0,10.0,7708.0,6.0,16.0,6.0,8.0,3.0
pervilleana_3092,4326,44.516667,-18.061111,POINT (448850.262265863 8002986.464598102),9,0,False,Coffea_pervilleana,243.0,4.0,231.0,7572.0,7.0,16.0,5.0,8.0,42.0
pervilleana_3093,4326,44.561388,-18.117777,POINT (453597.9384242575 7996728.756666439),9,0,False,Coffea_pervilleana,346.0,4.0,25.0,7781.0,7.0,6.0,5.0,8.0,91.0
pervilleana_3094,4326,44.561389,-18.117778,POINT (453598.0444822846 7996728.646278196),9,0,False,Coffea_pervilleana,346.0,4.0,25.0,7781.0,7.0,6.0,5.0,8.0,91.0
pervilleana_3095,4326,44.56139,-18.11778,POINT (453598.1508037 7996728.425249859),9,0,False,Coffea_pervilleana,346.0,4.0,25.0,7781.0,7.0,6.0,5.0,8.0,91.0
pervilleana_3096,4326,44.775,-18.683333,POINT (476274.2891389216 7934195.533748148),9,0,False,Coffea_pervilleana,321.0,6.0,211.0,7576.0,7.0,6.0,6.0,8.0,47.0
pervilleana_3097,4326,45.35,-16.433333,POINT (537365.4732744806 8183098.48396958),9,0,False,Coffea_pervilleana,131.0,1.0,202.0,7737.0,7.0,22.0,6.0,8.0,2.0
pervilleana_3098,4326,45.920397,-17.077081,POINT (597933.4077761312 8111686.841934608),9,0,False,Coffea_pervilleana,274.0,3.0,146.0,7699.0,7.0,20.0,5.0,8.0,36.0
pervilleana_3099,4326,45.923007,-17.07882,POINT (598210.23044008 8111493.13068094),9,0,False,Coffea_pervilleana,249.0,3.0,238.0,7755.0,7.0,20.0,7.0,8.0,44.0
pervilleana_3100,4326,46.70604,-19.373383,POINT (679177.018879099 7856972.6210744865),9,0,False,Coffea_pervilleana,1285.0,2.0,46.0,7917.0,10.0,12.0,6.0,19.0,0.0
pervilleana_3101,4326,46.816667,-16.3,POINT (694102.97550531 8197015.95680036),9,0,False,Coffea_pervilleana,115.0,5.0,357.0,7936.0,6.0,18.0,5.0,20.0,100.0
pervilleana_3102,4326,47.866667,-21.383333,POINT (797253.6520891015 7632714.03380194),9,0,False,Coffea_pervilleana,78.0,6.0,11.0,7706.0,10.0,11.0,16.0,3.0,0.0
pervilleana_3103,4326,47.8675,-21.376389,POINT (797354.1285826379 7633481.713490407),9,0,False,Coffea_pervilleana,92.0,13.0,173.0,6717.0,10.0,11.0,16.0,3.0,16.0
pervilleana_3104,4326,48.25,-13.33333,POINT (852128.0575230313 8523697.136921985),9,0,False,Coffea_pervilleana,217.0,8.0,104.0,7819.0,7.0,13.0,7.0,24.0,2.0
pervilleana_3105,4326,48.3,-13.41666,POINT (857427.6638231493 8514396.399066638),9,8,False,Coffea_pervilleana,,,,,,,25.0,,
pervilleana_3106,4326,48.313333,-13.423611,POINT (858862.8799262763 8513607.153614525),9,8,False,Coffea_pervilleana,,,,,,,25.0,,
pervilleana_3107,4326,48.31388,-13.42111,POINT (858925.9073838781 8513883.35780484),9,8,False,Coffea_pervilleana,,,,,,,25.0,,
pervilleana_3108,4326,48.31389,-13.42111,POINT (858926.9915683912 8513883.343233537),9,8,False,Coffea_pervilleana,,,,,,,25.0,,
pervilleana_3109,4326,48.32222,-13.40833,POINT (859849.1835322996 8515286.664657084),9,1,False,Coffea_pervilleana,378.0,10.0,358.0,7975.0,10.0,6.0,5.0,,93.0
pervilleana_3110,4326,48.333333,-13.416667,POINT (861041.6417217404 8514347.027169812),9,7,False,Coffea_pervilleana,,,,,10.0,,25.0,,
pervilleana_3111,4326,48.666667,-13.587777,POINT (896904.5278259984 8494876.075315997),9,0,False,Coffea_pervilleana,19.0,3.0,351.0,7932.0,6.0,19.0,7.0,11.0,13.0
pervilleana_3112,4326,49.16667,-12.53333,POINT (953032.947391506 8610891.275012875),9,0,False,Coffea_pervilleana,1167.0,3.0,344.0,8265.0,9.0,8.0,7.0,12.0,93.0
pervilleana_3113,4326,49.36583,-12.37888,POINT (975006.5888685924 8627664.81945074),9,0,False,Coffea_pervilleana,277.0,11.0,175.0,7910.0,6.0,20.0,7.0,1.0,33.0
resinosa_3306,4326,47.0,-23.0,POINT (704992.1724866081 7455081.895663038),9,0,False,Coffea_resinosa,544.0,5.0,201.0,7607.0,10.0,10.0,7.0,17.0,0.0
resinosa_3307,4326,47.683333,-23.183333,POINT (774689.0495582593 7433651.614332899),9,0,False,Coffea_resinosa,12.0,2.0,276.0,7297.0,9.0,19.0,16.0,4.0,0.0
resinosa_3308,4326,47.699444,-23.175556,POINT (776355.1456912265 7434482.672752829),9,0,False,Coffea_resinosa,12.0,0.0,174.0,7360.0,9.0,12.0,15.0,4.0,7.0
resinosa_3309,4326,47.70027,-23.17666,POINT (776437.4805357857 7434358.793032329),9,0,False,Coffea_resinosa,12.0,0.0,174.0,7360.0,9.0,12.0,15.0,4.0,7.0
resinosa_3310,4326,47.700278,-23.178611,POINT (776434.2876125993 7434142.631072203),9,0,False,Coffea_resinosa,12.0,0.0,174.0,7360.0,9.0,12.0,15.0,4.0,7.0
resinosa_3311,4326,47.70111,-23.17222,POINT (776532.6517142393 7434849.093065027),9,0,False,Coffea_resinosa,12.0,0.0,174.0,7360.0,9.0,12.0,15.0,4.0,7.0
resinosa_3312,4326,47.701944,-23.175278,POINT (776611.7866381853 7434508.718005167),9,0,False,Coffea_resinosa,12.0,0.0,174.0,7360.0,9.0,12.0,15.0,4.0,7.0
resinosa_3313,4326,47.70638,-23.17222,POINT (777072.459374704 7434839.061933706),9,0,False,Coffea_resinosa,13.0,0.0,308.0,7382.0,9.0,21.0,15.0,4.0,12.0
resinosa_3314,4326,47.70666,-23.1775,POINT (777090.2567903516 7434253.567531984),9,0,False,Coffea_resinosa,13.0,0.0,308.0,7382.0,9.0,21.0,15.0,4.0,12.0
resinosa_3315,4326,47.724167,-23.170278,POINT (778898.4273240004 7435020.213109655),9,0,False,Coffea_resinosa,46.0,8.0,263.0,7236.0,9.0,21.0,16.0,4.0,0.0
resinosa_3316,4326,47.727056,-23.013667,POINT (779518.5001933372 7452365.359357076),9,0,False,Coffea_resinosa,45.0,7.0,123.0,7141.0,10.0,7.0,14.0,4.0,90.0
resinosa_3317,4326,47.733333,-23.166667,POINT (779844.8451066222 7435402.666992562),9,0,False,Coffea_resinosa,13.0,3.0,324.0,7458.0,9.0,21.0,4.0,4.0,51.0
resinosa_3318,4326,47.753611,-23.089722,POINT (782083.1109208111 7443888.286225902),9,1,False,Coffea_resinosa,4.0,1.0,296.0,7386.0,2.0,,16.0,4.0,46.0
resinosa_3319,4326,47.755,-23.09,POINT (782224.8968948638 7443854.800482531),9,1,False,Coffea_resinosa,4.0,1.0,296.0,7386.0,2.0,,16.0,4.0,46.0
resinosa_3320,4326,47.757778,-23.083889,POINT (782522.4195798635 7444526.464216628),9,1,False,Coffea_resinosa,10.0,1.0,231.0,7330.0,9.0,,15.0,4.0,42.0
resinosa_3321,4326,47.76444,-23.08277,POINT (783207.6286408062 7444637.52665315),9,6,False,Coffea_resinosa,,,,,2.0,,16.0,,5.0
resinosa_3322,4326,47.764444,-23.082778,POINT (783208.0218699167 7444636.632565059),9,6,False,Coffea_resinosa,,,,,2.0,,16.0,,5.0
resinosa_3323,4326,47.77,-23.04,POINT (783867.3495643341 7449365.253219774),9,0,False,Coffea_resinosa,2.0,1.0,213.0,7336.0,9.0,21.0,7.0,4.0,1.0
resinosa_3324,4326,47.771282,-23.045858,POINT (783986.5024528251 7448713.751088722),9,0,False,Coffea_resinosa,4.0,2.0,275.0,7405.0,9.0,21.0,16.0,4.0,40.0
resinosa_3325,4326,47.77305,-23.04138,POINT (784177.1830345219 7449206.436604118),9,1,False,Coffea_resinosa,7.0,1.0,188.0,7355.0,2.0,,6.0,4.0,4.0
resinosa_3326,4326,47.773055,-23.042499,POINT (784175.3453126305 7449082.451882856),9,1,False,Coffea_resinosa,7.0,1.0,188.0,7355.0,2.0,,6.0,4.0,4.0
resinosa_3327,4326,47.773056,-23.041389,POINT (784177.7793355898 7449205.427823051),9,1,False,Coffea_resinosa,7.0,1.0,188.0,7355.0,2.0,,6.0,4.0,4.0
resinosa_3328,4326,47.8675,-21.375833,POINT (797355.2531098193 7633543.307278467),9,0,False,Coffea_resinosa,92.0,13.0,173.0,6717.0,10.0,11.0,16.0,3.0,16.0
resinosa_3329,4326,48.343055,-18.791944,POINT (852450.7416638725 7918878.308459453),9,0,False,Coffea_resinosa,1016.0,8.0,0.0,7730.0,10.0,7.0,14.0,2.0,96.0
resinosa_3330,4326,48.43388,-20.95027,POINT (857157.3842089139 7679526.09288253),9,0,False,Coffea_resinosa,2.0,0.0,137.0,7490.0,2.0,21.0,16.0,3.0,14.0
resinosa_3331,4326,48.482222,-20.801944,POINT (862546.49456094 7695855.550765952),9,1,False,Coffea_resinosa,4.0,1.0,241.0,7521.0,,21.0,16.0,3.0,73.0
resinosa_3332,4326,48.48527,-20.76222,POINT (862959.2639645257 7700251.067593895),9,0,False,Coffea_resinosa,8.0,1.0,275.0,7513.0,2.0,21.0,15.0,3.0,55.0
resinosa_3333,4326,48.4875,-20.73944,POINT (863246.2277114298 7702770.623389309),9,0,False,Coffea_resinosa,13.0,0.0,243.0,7514.0,2.0,21.0,15.0,3.0,90.0
resinosa_3334,4326,48.53333,-20.58333,POINT (868401.212355021 7719968.12617358),9,0,False,Coffea_resinosa,6.0,1.0,317.0,7562.0,2.0,21.0,16.0,3.0,8.0
resinosa_3335,4326,48.554167,-20.3725,POINT (871083.6199276892 7743286.659036701),9,0,False,Coffea_resinosa,5.0,1.0,2.0,7543.0,6.0,19.0,16.0,3.0,1.0
resinosa_3336,4326,48.60583,-20.35944,POINT (876514.7936214907 7744616.5225164965),9,0,False,Coffea_resinosa,8.0,3.0,292.0,7574.0,1.0,21.0,16.0,3.0,32.0
resinosa_3337,4326,48.605833,-20.359444,POINT (876515.097472524 7744616.072313964),9,0,False,Coffea_resinosa,8.0,3.0,292.0,7574.0,1.0,21.0,16.0,3.0,32.0
resinosa_3338,4326,48.7,-13.58,POINT (900530.2787016315 8495683.113346167),9,0,False,Coffea_resinosa,40.0,7.0,292.0,7875.0,6.0,18.0,5.0,11.0,39.0
resinosa_3339,4326,49.0,-17.0,POINT (926061.8652484254 8116091.631643504),9,0,False,Coffea_resinosa,908.0,18.0,148.0,7058.0,10.0,9.0,14.0,2.0,85.0
resinosa_3340,4326,49.13333,-18.85,POINT (935721.9581842328 7910685.459815653),9,0,False,Coffea_resinosa,20.0,2.0,253.0,7584.0,6.0,19.0,6.0,2.0,1.0
resinosa_3341,4326,49.133333,-18.85,POINT (935722.2748717116 7910685.452421288),9,0,False,Coffea_resinosa,20.0,2.0,253.0,7584.0,6.0,19.0,6.0,2.0,1.0
resinosa_3342,4326,49.141667,-18.816667,POINT (936688.431989203 7914360.736307044),9,0,False,Coffea_resinosa,38.0,3.0,270.0,7573.0,6.0,21.0,16.0,2.0,42.0
resinosa_3343,4326,49.141667,-18.8175,POINT (936686.2747382382 7914268.376260653),9,0,False,Coffea_resinosa,38.0,3.0,270.0,7573.0,6.0,21.0,16.0,2.0,42.0
resinosa_3344,4326,49.166667,-12.483333,POINT (953120.0678196969 8616433.416868836),9,0,False,Coffea_resinosa,735.0,17.0,84.0,7848.0,9.0,8.0,14.0,12.0,100.0
resinosa_3345,4326,49.23388,-18.595,POINT (947008.7347414009 7938710.59530902),9,0,False,Coffea_resinosa,14.0,1.0,234.0,7606.0,2.0,21.0,15.0,2.0,24.0
resinosa_3346,4326,49.234,-18.595139,POINT (947021.0588626126 7938694.882673698),9,0,False,Coffea_resinosa,14.0,1.0,234.0,7606.0,2.0,21.0,15.0,2.0,24.0
resinosa_3347,4326,49.256667,-18.565556,POINT (949495.5412336814 7941918.554668624),9,1,False,Coffea_resinosa,8.0,3.0,115.0,7582.0,2.0,,16.0,2.0,34.0
resinosa_3348,4326,49.38333,-17.28333,POINT (966246.2111063303 8083795.086417586),9,0,False,Coffea_resinosa,55.0,4.0,161.0,7569.0,10.0,12.0,16.0,2.0,8.0
resinosa_3349,4326,49.39166,-17.28333,POINT (967133.6957309884 8083774.855403699),9,0,False,Coffea_resinosa,52.0,8.0,153.0,7430.0,10.0,12.0,16.0,2.0,12.0
resinosa_3350,4326,49.4,-17.28333,POINT (968022.253984275 8083754.561281942),9,0,False,Coffea_resinosa,14.0,1.0,351.0,7722.0,10.0,21.0,16.0,2.0,28.0
resinosa_3351,4326,49.405833,-17.688889,POINT (967602.4266189564 8038763.60339047),9,0,False,Coffea_resinosa,60.0,5.0,158.0,7521.0,10.0,10.0,16.0,2.0,3.0
resinosa_3352,4326,49.41083,-17.28777,POINT (969164.8275264167 8083235.752707667),9,0,False,Coffea_resinosa,17.0,1.0,294.0,7703.0,1.0,21.0,15.0,2.0,100.0
resinosa_3353,4326,49.410833,-17.287778,POINT (969165.1268116132 8083234.858178162),9,0,False,Coffea_resinosa,17.0,1.0,294.0,7703.0,1.0,21.0,15.0,2.0,100.0
resinosa_3354,4326,49.49166,-17.675,POINT (976763.4133229593 8040088.358195232),9,0,False,Coffea_resinosa,15.0,1.0,322.0,7702.0,1.0,21.0,16.0,2.0,0.0
resinosa_3355,4326,49.58333,-16.9,POINT (988558.4856777114 8125818.106557046),9,0,False,Coffea_resinosa,14.0,7.0,145.0,7521.0,1.0,19.0,16.0,2.0,5.0
resinosa_3356,4326,49.606667,-13.258056,POINT (999517.0551808084 8529713.93662722),9,0,False,Coffea_resinosa,648.0,26.0,177.0,7594.0,10.0,9.0,14.0,1.0,90.0
resinosa_3357,4326,49.6067,-13.2581,POINT (999520.5502611361 8529708.990281457),9,0,False,Coffea_resinosa,648.0,26.0,177.0,7594.0,10.0,9.0,14.0,1.0,90.0
resinosa_3358,4326,49.66666,-15.46666,POINT (1001074.7566815815 8284607.73523326),9,0,False,Coffea_resinosa,6.0,1.0,161.0,7770.0,1.0,21.0,16.0,2.0,23.0
resinosa_3359,4326,49.66666,-16.86666,POINT (997545.0090620955 8129307.278147745),9,0,False,Coffea_resinosa,4.0,1.0,168.0,7670.0,1.0,21.0,16.0,2.0,0.0
resinosa_3360,4326,49.678333,-16.765833,POINT (999056.6788974418 8140462.722277711),9,0,False,Coffea_resinosa,19.0,1.0,111.0,7712.0,1.0,19.0,16.0,2.0,99.0
resinosa_3361,4326,49.681278,-16.867389,POINT (999104.5170429867 8129189.366791048),9,0,False,Coffea_resinosa,9.0,1.0,121.0,7701.0,1.0,21.0,16.0,2.0,0.0
resinosa_3362,4326,49.68333,-15.825,POINT (1001989.8494829243 8244818.1929459125),9,0,False,Coffea_resinosa,60.0,5.0,124.0,7634.0,10.0,12.0,16.0,2.0,6.0
resinosa_3363,4326,49.7,-15.46666,POINT (1004661.5030160582 8284529.373307271),9,8,False,Coffea_resinosa,,,,,,,25.0,,
resinosa_3364,4326,49.7,-15.88333,POINT (1003634.7435142059 8238307.442785221),9,1,False,Coffea_resinosa,35.0,6.0,253.0,7653.0,,11.0,16.0,2.0,4.0
resinosa_3365,4326,49.70611,-16.76055,POINT (1002039.2629539109 8140978.508391662),9,0,False,Coffea_resinosa,13.0,1.0,213.0,7688.0,1.0,21.0,16.0,2.0,59.0
resinosa_3366,4326,49.706111,-16.760556,POINT (1002039.3540316921 8140977.840236956),9,0,False,Coffea_resinosa,13.0,1.0,213.0,7688.0,1.0,21.0,16.0,2.0,59.0
resinosa_3367,4326,49.70972,-16.76111,POINT (1002423.623921355 8140907.22037609),9,0,False,Coffea_resinosa,13.0,1.0,213.0,7688.0,1.0,21.0,16.0,2.0,59.0
resinosa_3368,4326,49.71666,-15.9,POINT (1005381.6377907357 8236417.841457187),9,1,False,Coffea_resinosa,25.0,4.0,97.0,7733.0,,21.0,16.0,2.0,18.0
resinosa_3369,4326,49.72388,-16.70194,POINT (1004093.2227953245 8147435.43887864),9,5,False,Coffea_resinosa,,,,,1.0,21.0,25.0,2.0,
resinosa_3370,4326,49.72416,-16.70194,POINT (1004123.1590553704 8147434.727885678),9,5,False,Coffea_resinosa,,,,,1.0,21.0,25.0,2.0,
resinosa_3371,4326,49.73333,-16.69166,POINT (1005130.7088737527 8148551.878993404),9,1,False,Coffea_resinosa,6.0,1.0,253.0,,1.0,21.0,16.0,2.0,9.0
resinosa_3372,4326,49.74166,-16.69166,POINT (1006021.3754067889 8148530.67752729),9,5,False,Coffea_resinosa,,,,,1.0,21.0,25.0,2.0,
resinosa_3373,4326,49.81666,-16.56666,POINT (1014375.4461288308 8162206.936667246),9,0,False,Coffea_resinosa,12.0,3.0,358.0,7748.0,10.0,12.0,7.0,2.0,3.0
resinosa_3374,4326,49.85,-16.45,POINT (1018255.1143545879 8175064.928245131),9,0,False,Coffea_resinosa,8.0,1.0,43.0,7748.0,10.0,21.0,7.0,2.0,0.0
resinosa_3375,4326,49.93333,-15.35833,POINT (1030043.3173509802 8295985.879482672),9,0,False,Coffea_resinosa,263.0,23.0,160.0,6731.0,10.0,10.0,14.0,2.0,12.0
resinosa_3376,4326,50.1875,-14.31666,POINT (1060103.0223329074 8410969.72690052),9,0,False,Coffea_resinosa,19.0,1.0,160.0,7809.0,2.0,21.0,7.0,2.0,47.0
richardii_3405,4326,47.863889,-21.3825,POINT (796967.0982798996 7632811.5735395495),9,0,False,Coffea_richardii,201.0,15.0,48.0,7777.0,10.0,11.0,16.0,3.0,0.0
richardii_3406,4326,47.8675,-21.376389,POINT (797354.1285826379 7633481.713490407),9,0,False,Coffea_richardii,92.0,13.0,173.0,6717.0,10.0,11.0,16.0,3.0,16.0
richardii_3407,4326,48.950556,-19.044722,POINT (915945.569570035 7889539.748178162),9,0,False,Coffea_richardii,37.0,3.0,221.0,7501.0,10.0,10.0,7.0,2.0,0.0
richardii_3408,4326,48.9525,-18.824722,POINT (916697.3160538282 7913923.561604584),9,0,False,Coffea_richardii,143.0,10.0,274.0,7580.0,10.0,10.0,14.0,2.0,99.0
richardii_3409,4326,49.0,-17.0,POINT (926061.8652484254 8116091.631643504),9,0,False,Coffea_richardii,908.0,18.0,148.0,7058.0,10.0,9.0,14.0,2.0,85.0
richardii_3410,4326,49.21,-18.006389,POINT (945992.4587991934 8004035.999129224),9,0,False,Coffea_richardii,270.0,13.0,161.0,7330.0,10.0,11.0,16.0,2.0,2.0
richardii_3411,4326,49.242218,-18.198825,POINT (948918.7691388514 7982619.843175204),9,0,False,Coffea_richardii,15.0,1.0,269.0,7648.0,10.0,10.0,1.0,2.0,0.0
richardii_3412,4326,49.2425,-18.040833,POINT (949352.8393566874 8000137.957094863),9,0,False,Coffea_richardii,184.0,7.0,303.0,7773.0,10.0,10.0,16.0,2.0,2.0
richardii_3413,4326,49.25027,-18.55944,POINT (948835.0796586431 7942612.761677308),9,0,False,Coffea_richardii,23.0,1.0,252.0,7622.0,2.0,21.0,15.0,2.0,69.0
richardii_3414,4326,49.25611,-18.56527,POINT (949437.3876831792 7941951.664507931),9,1,False,Coffea_richardii,8.0,3.0,115.0,7582.0,2.0,,16.0,2.0,34.0
richardii_3415,4326,49.25666,-18.56555,POINT (949494.8167221749 7941919.237540592),9,1,False,Coffea_richardii,8.0,3.0,115.0,7582.0,2.0,,16.0,2.0,34.0
richardii_3416,4326,49.256667,-18.565556,POINT (949495.5412336814 7941918.554668624),9,1,False,Coffea_richardii,8.0,3.0,115.0,7582.0,2.0,,16.0,2.0,34.0
richardii_3417,4326,49.308889,-17.956667,POINT (956612.5788492411 8009308.1712304),9,0,False,Coffea_richardii,98.0,2.0,10.0,7681.0,10.0,10.0,16.0,2.0,0.0
richardii_3418,4326,49.3125,-16.865833,POINT (959725.33345798 8130260.664054372),9,0,False,Coffea_richardii,483.0,9.0,312.0,7982.0,10.0,11.0,16.0,2.0,67.0
richardii_3419,4326,49.318056,-17.913889,POINT (957695.8092033232 8014029.288636876),9,0,False,Coffea_richardii,183.0,13.0,257.0,7597.0,10.0,10.0,16.0,2.0,8.0
richardii_3420,4326,49.3275,-17.965278,POINT (958565.5558909739 8008307.284068234),9,0,False,Coffea_richardii,163.0,21.0,316.0,7862.0,10.0,10.0,16.0,2.0,19.0
richardii_3421,4326,49.340278,-18.057222,POINT (959682.4050804448 7998079.441623897),9,0,False,Coffea_richardii,50.0,4.0,131.0,7600.0,10.0,10.0,16.0,2.0,0.0
richardii_3422,4326,49.370938,-17.429905,POINT (964555.3227809344 8067570.567769784),9,0,False,Coffea_richardii,46.0,3.0,205.0,7699.0,10.0,10.0,16.0,2.0,1.0
richardii_3423,4326,49.380748,-17.500201,POINT (965420.3928740595 8059750.983680808),9,0,False,Coffea_richardii,85.0,3.0,189.0,7598.0,10.0,11.0,16.0,2.0,1.0
richardii_3424,4326,49.38333,-17.28333,POINT (966246.2111063303 8083795.086417586),9,0,False,Coffea_richardii,55.0,4.0,161.0,7569.0,10.0,12.0,16.0,2.0,8.0
richardii_3425,4326,49.4,-17.28333,POINT (968022.253984275 8083754.561281942),9,0,False,Coffea_richardii,14.0,1.0,351.0,7722.0,10.0,21.0,16.0,2.0,28.0
richardii_3426,4326,49.410833,-17.287778,POINT (969165.1268116132 8083234.858178162),9,0,False,Coffea_richardii,17.0,1.0,294.0,7703.0,1.0,21.0,15.0,2.0,100.0
richardii_3427,4326,49.411718,-17.780204,POINT (967990.0274516237 8028621.888939859),9,0,False,Coffea_richardii,32.0,5.0,98.0,7645.0,10.0,10.0,4.0,2.0,0.0
richardii_3428,4326,49.422757,-17.667906,POINT (969456.200641623 8041048.491123244),9,0,False,Coffea_richardii,32.0,2.0,15.0,7726.0,10.0,10.0,16.0,2.0,0.0
richardii_3429,4326,49.43333,-17.7,POINT (970496.4866465975 8037462.6894503925),9,0,False,Coffea_richardii,55.0,6.0,277.0,7692.0,10.0,10.0,16.0,2.0,0.0
richardii_3430,4326,49.45,-17.7,POINT (972268.542701771 8037420.838315336),9,0,False,Coffea_richardii,33.0,4.0,297.0,7720.0,10.0,10.0,16.0,2.0,41.0
richardii_3431,4326,49.45833,-17.70305,POINT (973146.0317633711 8037061.5963748),9,0,False,Coffea_richardii,50.0,5.0,147.0,7457.0,10.0,19.0,14.0,2.0,59.0
richardii_3432,4326,49.459444,-17.705556,POINT (973257.8605314721 8036780.852303771),9,0,False,Coffea_richardii,31.0,5.0,180.0,7633.0,10.0,19.0,16.0,2.0,5.0
richardii_3433,4326,49.506512,-17.636398,POINT (978444.8855269325 8044332.1273346525),9,8,False,Coffea_richardii,,,,,,,25.0,,
richardii_3434,4326,49.551854,-17.665406,POINT (983189.349037017 8040998.838499),9,8,False,Coffea_richardii,,,,,,,25.0,,
richardii_3435,4326,49.555672,-17.626077,POINT (983700.7096328198 8045351.397982563),9,8,False,Coffea_richardii,,,,,,,25.0,,
richardii_3436,4326,49.583333,-16.916667,POINT (988515.7009830992 8123969.385441968),9,1,False,Coffea_richardii,28.0,9.0,30.0,7857.0,1.0,19.0,13.0,,0.0
richardii_3437,4326,49.71666,-15.91666,POINT (1005339.8391760665 8234569.667968566),9,1,False,Coffea_richardii,34.0,4.0,231.0,7726.0,,21.0,16.0,2.0,9.0
richardii_3438,4326,49.866667,-15.3,POINT (1023011.6072809633 8302620.8030133825),9,0,False,Coffea_richardii,621.0,15.0,180.0,7277.0,10.0,9.0,14.0,2.0,100.0
richardii_3439,4326,49.86667,-15.3,POINT (1023011.9303583587 8302620.795754407),9,0,False,Coffea_richardii,621.0,15.0,180.0,7277.0,10.0,9.0,14.0,2.0,100.0
richardii_3440,4326,49.990556,-14.112778,POINT (1039275.2577874459 8434063.747020287),9,0,False,Coffea_richardii,106.0,6.0,177.0,7588.0,10.0,10.0,16.0,1.0,2.0
richardii_3441,4326,50.0,-14.1,POINT (1040328.305517196 8435459.9292005),9,0,False,Coffea_richardii,69.0,5.0,240.0,7673.0,10.0,10.0,16.0,1.0,22.0
richardii_3442,4326,50.007222,-14.100833,POINT (1041108.5474184861 8435350.805197896),9,0,False,Coffea_richardii,244.0,9.0,150.0,7596.0,10.0,6.0,14.0,1.0,17.0
richardii_3443,4326,50.016389,-14.101111,POINT (1042100.7731690232 8435298.740363352),9,0,False,Coffea_richardii,297.0,9.0,341.0,8098.0,10.0,6.0,14.0,1.0,74.0
richardii_3444,4326,50.03972,-14.10777,POINT (1044611.9442610986 8434505.57675879),9,0,False,Coffea_richardii,206.0,20.0,187.0,6815.0,10.0,6.0,14.0,1.0,74.0
richardii_3445,4326,50.041667,-14.101389,POINT (1044838.0523195444 8435209.185751595),9,0,False,Coffea_richardii,261.0,13.0,7.0,8107.0,10.0,6.0,14.0,1.0,87.0
richardii_3446,4326,50.042222,-14.108333,POINT (1044881.596650799 8434437.26987867),9,0,False,Coffea_richardii,206.0,20.0,187.0,6815.0,10.0,6.0,14.0,1.0,74.0
tetragona_3606,4326,44.315803,-18.033509,POINT (427581.40448936203 8005973.284074227),9,0,False,Coffea_tetragona,86.0,3.0,355.0,7783.0,9.0,18.0,6.0,8.0,0.0
tetragona_3607,4326,44.31583,-18.03361,POINT (427584.3037171829 8005962.119704753),9,0,False,Coffea_tetragona,86.0,3.0,355.0,7783.0,9.0,18.0,6.0,8.0,0.0
tetragona_3608,4326,44.324308,-18.035903,POINT (428482.61458970286 8005711.7127337),9,0,False,Coffea_tetragona,98.0,2.0,223.0,7656.0,9.0,18.0,6.0,8.0,0.0
tetragona_3609,4326,44.32444,-18.03583,POINT (428496.55692883144 8005719.840669438),9,0,False,Coffea_tetragona,98.0,2.0,223.0,7656.0,9.0,18.0,6.0,8.0,0.0
tetragona_3610,4326,44.497196,-18.032096,POINT (446780.9327773554 8006191.189642539),9,0,False,Coffea_tetragona,229.0,2.0,10.0,7708.0,6.0,16.0,6.0,8.0,3.0
tetragona_3611,4326,44.50722,-18.04778,POINT (447846.5620615654 8004458.766966996),9,0,False,Coffea_tetragona,259.0,8.0,208.0,7361.0,7.0,16.0,6.0,8.0,62.0
